Date,Price,Open,High,Low,Vol.,Change
03/13/2020,148,149,149,147,2.11K,-1.00%
03/12/2020,149.5,152.5,152.5,149.5,22.87K,-0.53%
03/11/2020,150.3,150,153,150,0.59K,-1.76%
03/10/2020,153,148,153,148,1.99K,3.38%
03/09/2020,148,170,170,148,6.84K,-11.38%
03/06/2020,167,153.1,167,153.1,8.99K,9.08%
03/05/2020,153.1,155,165,152.9,5.20K,-1.23%
03/04/2020,155,160.1,160.1,155,5.22K,-3.13%
03/03/2020,160,167.4,167.4,160,5.89K,-4.36%
03/02/2020,167.3,172,172,167.1,1.03K,-2.68%
02/28/2020,171.9,172.1,172.1,171.9,0.19K,-0.64%
02/27/2020,173,172.7,173,172.1,0.40K,0.17%
02/26/2020,172.7,175,175,172.7,0.15K,-0.17%
02/24/2020,173,173,173,173,0.47K,-1.70%
02/21/2020,176,177,177,176,0.07K,-0.56%
02/20/2020,177,178.9,179,176,0.25K,2.31%
02/19/2020,173,173.2,173.2,173,0.02K,-2.64%
02/18/2020,177.7,178.7,179.3,177.7,0.12K,-0.62%
02/17/2020,178.8,176,179.5,173,8.71K,1.59%
02/14/2020,176,176,176,176,0.18K,0.00%
02/12/2020,176,176.9,176.9,176,0.02K,2.33%
02/11/2020,172,172,173.8,171.6,0.94K,0.00%
02/10/2020,172,177,177,172,2.53K,-2.27%
02/07/2020,176,176,176,176,0.20K,0.00%
02/06/2020,176,176,177,176,0.31K,0.00%
02/05/2020,176,176,176,176,0.03K,0.00%
02/04/2020,176,176,177.9,176,0.45K,-1.07%
01/31/2020,177.9,176.9,178.8,170,1.30K,1.66%
01/30/2020,175,176.9,176.9,175,0.15K,-1.13%
01/29/2020,177,178,178,177,0.05K,3.81%
01/28/2020,170.5,178.8,178.8,170.3,0.64K,0.18%
01/27/2020,170.2,172,172,170,0.10K,-1.05%
01/24/2020,172,173,173,170,3.50K,0.00%
01/23/2020,172,179,179,170,4.87K,-3.37%
01/22/2020,178,174,179,174,10.27K,2.59%
01/21/2020,173.5,173.5,173.5,173.5,0.32K,0.00%
01/20/2020,173.5,175,175,173.5,0.32K,0.00%
01/17/2020,173.5,173.5,173.5,173.5,0.10K,0.29%
01/16/2020,173,172.5,173.1,172.5,2.44K,-2.70%
01/15/2020,177.8,178,178,174,0.42K,2.48%
01/14/2020,173.5,175,175,173.5,0.20K,-0.86%
01/13/2020,175,175,175,175,0.28K,0.00%
01/10/2020,175,175,175,175,0.28K,0.00%
01/09/2020,175,175,175,175,2.23K,0.00%
01/08/2020,175,175,175,175,10.99K,1.16%
01/07/2020,173,173,173,173,0.06K,0.00%
01/06/2020,173,175,175,173,10.13K,-1.14%
01/03/2020,175,175,175,175,0.28K,0.00%
01/02/2020,175,177.8,177.8,175,1.02K,0.00%
12/27/2019,175,173,175,173,1.17K,1.16%
12/26/2019,173,172.1,173,172,0.42K,0.52%
12/23/2019,172.1,173,173,172.1,1.77K,-0.52%
12/20/2019,173,172,173,172,14.50K,0.00%
12/19/2019,173,175,175,172,1.52K,-1.14%
12/18/2019,175,173,175,172.7,5.55K,0.57%
12/17/2019,174,173,174,172.8,1.69K,-2.25%
12/16/2019,178,173,178,172.9,1.01K,2.89%
12/13/2019,173,174,174,173,0.82K,-0.57%
12/12/2019,174,174,174,174,0.94K,0.00%
12/11/2019,174,173.5,174.5,173.5,1.08K,-0.34%
12/10/2019,174.6,178.6,178.6,173.5,1.11K,-2.24%
12/09/2019,178.6,174,178.6,174,2.28K,2.88%
12/06/2019,173.6,175,175,173.5,0.24K,-0.80%
12/05/2019,175,175,175,175,2.00K,0.00%
12/04/2019,175,178.8,178.8,172.8,2.32K,-2.13%
12/03/2019,178.8,178.8,178.8,178.8,0.05K,0.45%
12/02/2019,178,172.9,178,172.9,0.52K,1.02%
11/29/2019,176.2,173,176.2,173,1.55K,1.79%
11/28/2019,173.1,175.8,175.8,173.1,0.29K,-0.23%
11/27/2019,173.5,175.8,175.8,173.1,0.68K,-0.17%
11/26/2019,173.8,174,174,173.8,2.11K,0.00%
11/21/2019,173.8,173.1,174.4,173,0.26K,-0.11%
11/20/2019,174,176,176,173.9,1.04K,-1.14%
11/19/2019,176,173.1,176,173.1,0.22K,1.68%
11/18/2019,173.1,173.2,173.2,173.1,0.24K,0.00%
11/15/2019,173.1,175,175,173.1,1.50K,-0.80%
11/13/2019,174.5,175,175,174.5,1.08K,-0.29%
11/12/2019,175,175,175,175,0.08K,1.16%
11/11/2019,173,175,175,173,0.66K,-1.14%
11/08/2019,175,175.7,176,174.1,0.99K,0.00%
11/06/2019,175,175.1,175.6,175,1.58K,0.06%
11/05/2019,174.9,174.9,175,174.9,1.31K,-0.06%
11/04/2019,175,175,175,174,0.44K,0.00%
10/31/2019,175,175.6,175.6,175,0.81K,1.16%
10/30/2019,173,174,176.1,173,0.65K,-0.57%
10/29/2019,174,175.8,176,174,0.34K,-0.06%
10/28/2019,174.1,175,175,174.1,1.62K,-0.51%
10/25/2019,175,177,177,175,3.99K,0.00%
10/24/2019,175,177.5,177.5,175,1.15K,-1.41%
10/23/2019,177.5,177.5,177.5,177,0.10K,0.11%
10/22/2019,177.3,177.5,177.5,177,0.84K,0.62%
10/21/2019,176.2,176.5,176.6,176.2,1.15K,-0.23%
10/18/2019,176.6,176.5,176.6,176.5,0.05K,-1.23%
10/17/2019,178.8,178.8,178.8,178.8,2.17K,0.00%
10/16/2019,178.8,178.8,179,178.8,0.18K,0.06%
10/15/2019,178.7,178.7,178.7,178.7,0.02K,1.48%
10/14/2019,176.1,176.1,176.1,176.1,0.39K,0.34%
10/11/2019,175.5,178.9,178.9,175.5,0.16K,0.00%
10/10/2019,175.5,178.7,178.7,175.5,1.87K,-1.79%
10/09/2019,178.7,179,179,177,0.61K,0.90%
10/08/2019,177.1,179,179,177.1,0.61K,0.34%
10/07/2019,176.5,179,179,176.5,0.41K,-1.34%
10/04/2019,178.9,178.8,178.9,178,0.37K,0.00%
10/03/2019,178.9,178.9,178.9,178.9,0.10K,1.36%
10/02/2019,176.5,179.6,179.6,176.5,0.27K,-1.73%
09/30/2019,179.6,179,180,176,7.43K,0.34%
09/27/2019,179,179.6,180,179,2.81K,-0.28%
09/26/2019,179.5,179.9,179.9,179.5,3.60K,-0.28%
09/25/2019,180,180.2,180.2,180,4.57K,-0.50%
09/24/2019,180.9,180.1,180.9,180.1,0.31K,0.50%
09/23/2019,180,180.1,180.1,180,1.29K,0.00%
09/20/2019,180,179.8,180,179.8,0.98K,0.00%
09/19/2019,180,179.5,180,179.5,8.62K,0.28%
09/18/2019,179.5,180,180,178.9,2.18K,-0.28%
09/17/2019,180,180,180,180,0.31K,0.00%
09/16/2019,180,181,181,180,3.59K,-0.55%
09/13/2019,181,183.2,183.2,181,2.09K,-1.31%
09/12/2019,183.4,183.5,183.5,183,0.86K,-0.05%
09/11/2019,183.5,183.5,184.5,183.4,0.75K,0.00%
09/10/2019,183.5,184.2,184.2,183.5,9.06K,-0.81%
09/09/2019,185,184.7,185,184.2,1.41K,0.00%
09/06/2019,185,185,185,184.8,4.87K,-0.05%
09/05/2019,185.1,185,187,185,67.33K,0.05%
09/04/2019,185,187,187,184.5,10.32K,-1.07%
09/03/2019,187,185,187,184,0.88K,1.08%
09/02/2019,185,186,187,185,5.01K,-0.80%
08/30/2019,186.5,187.2,187.2,186.5,0.47K,-0.27%
08/29/2019,187,187,187,187,1.02K,-0.53%
08/28/2019,188,187.5,189,185,5.69K,0.43%
08/27/2019,187.2,186.1,189,186.1,0.15K,-1.16%
08/23/2019,189.4,187.1,189.4,185,2.19K,1.28%
08/22/2019,187,189.9,189.9,187,0.29K,-0.05%
08/20/2019,187.1,188.1,188.1,187,2.27K,-0.48%
08/19/2019,188,189.8,189.9,188,2.47K,-0.95%
08/16/2019,189.8,190,190,189.8,0.02K,0.42%
08/15/2019,189,187.1,189,186.1,0.29K,0.32%
08/14/2019,188.4,190,190,187.1,100.41K,-0.84%
08/13/2019,190,191.7,191.7,188.1,7.46K,-0.42%
08/09/2019,190.8,191.7,191.7,190.8,0.15K,1.54%
08/08/2019,187.9,191.7,191.7,187.9,0.26K,-1.88%
08/07/2019,191.5,190,191.5,189,4.09K,0.79%
08/06/2019,190,186.2,191.7,186,8.46K,2.04%
08/05/2019,186.2,188,191,186.2,5.10K,-2.51%
08/02/2019,191,191,191,188,7.26K,0.00%
08/01/2019,191,188,191,184,1.35K,1.60%
07/31/2019,188,185.5,188,185.5,0.04K,-1.83%
07/30/2019,191.5,192,192,186,0.24K,-0.26%
07/29/2019,192,192,192,192,0.11K,2.13%
07/26/2019,188,190.5,190.5,185,1.76K,1.62%
07/25/2019,185,190.5,190.5,184.5,4.84K,-2.63%
07/24/2019,190,190,190,190,3.12K,0.69%
07/23/2019,188.7,188.7,188.7,188.6,0.87K,0.00%
07/22/2019,188.7,189.6,189.6,188.7,1.67K,-0.68%
07/19/2019,190,194,194,189.5,1.04K,-2.06%
07/18/2019,194,194.9,195,189.5,0.51K,-0.46%
07/17/2019,194.9,189.2,195,189.1,9.10K,2.04%
07/16/2019,191,191,191,190,1.46K,0.53%
07/15/2019,190,190,191,188,8.65K,0.00%
07/12/2019,190,188.1,190,188.1,0.06K,0.53%
07/11/2019,189,189,189,188.1,0.50K,-0.26%
07/10/2019,189.5,189.1,193,188.7,0.08K,0.21%
07/09/2019,189.1,190,192,189,0.63K,-0.47%
07/08/2019,190,190,190,190,1.23K,0.00%
07/05/2019,190,189.1,190,189.1,0.18K,-0.52%
07/04/2019,191,191.8,191.8,190,1.65K,-0.42%
07/03/2019,191.8,191.8,192.5,191.8,1.28K,-0.10%
07/02/2019,192,190,192.5,190,1.09K,1.05%
07/01/2019,190,190,190.5,187,1.71K,0.00%
06/28/2019,190,190,190,185.9,1.06K,0.00%
06/27/2019,190,191,191,190,1.24K,-0.52%
06/26/2019,191,191,191,191,0.71K,0.00%
06/25/2019,191,191,192.8,190,0.33K,0.00%
06/24/2019,191,188,192.8,188,1.36K,1.60%
06/21/2019,188,184.6,188,184,0.67K,1.62%
06/20/2019,185,184,186,184,0.31K,0.00%
06/19/2019,185,185,186,185,0.76K,0.00%
06/18/2019,185,185,185,185,0.02K,-0.05%
06/17/2019,185.1,185.1,190,185.1,1.60K,0.05%
06/14/2019,185,184.8,185,184.7,8.82K,0.05%
06/13/2019,184.9,184.8,184.9,184,1.24K,0.05%
06/11/2019,184.8,184.9,184.9,183,1.60K,-0.05%
06/10/2019,184.9,184.9,184.9,184,0.59K,0.00%
06/07/2019,184.9,184,184.9,184,0.16K,0.22%
06/06/2019,184.5,184.9,184.9,184.5,0.11K,-0.22%
06/04/2019,184.9,184.9,184.9,184.9,0.10K,1.04%
06/03/2019,183,183.5,183.5,183,1.48K,-1.08%
05/31/2019,185,182.5,185,182.5,0.19K,1.37%
05/30/2019,182.5,185,185,182.5,0.60K,-1.08%
05/29/2019,184.5,185,185,184.5,0.64K,-0.27%
05/28/2019,185,185,185,185,0.10K,0.00%
05/27/2019,185,185,185,185,0.07K,0.00%
05/24/2019,185,185.5,185.5,185,2.14K,-0.27%
05/23/2019,185.5,185,185.5,185,2.98K,0.27%
05/22/2019,185,185,185,185,0.09K,-0.16%
05/21/2019,185.3,184,185.3,183.9,0.91K,0.71%
05/20/2019,184,182.9,184,182.9,4.16K,1.66%
05/17/2019,181,182.9,182.9,181,0.21K,-1.04%
05/16/2019,182.9,180,183,180,0.30K,0.00%
05/15/2019,182.9,180.6,182.9,180.5,0.27K,1.33%
05/14/2019,180.5,180,182.7,180,1.14K,0.28%
05/10/2019,180,181.5,181.5,180,0.64K,0.00%
05/09/2019,180,182.6,182.9,179,1.88K,-1.64%
05/08/2019,183,181,183,179,0.50K,1.10%
05/07/2019,181,182.5,182.5,181,0.32K,-0.82%
05/06/2019,182.5,183,183,181,0.22K,-0.27%
05/03/2019,183,182,183,179.5,1.21K,0.27%
05/02/2019,182.5,182.5,182.5,178.6,1.25K,1.11%
04/30/2019,180.5,178.7,183,178.5,0.45K,-0.28%
04/29/2019,181,181,181,181,0.16K,3.13%
04/26/2019,175.5,178,178,174,1.67K,-1.40%
04/25/2019,178,182.1,182.1,178,1.72K,-2.68%
04/24/2019,182.9,179.5,182.9,179.5,0.91K,1.89%
04/23/2019,179.5,183,183,179.5,3.66K,-2.18%
04/22/2019,183.5,184,184,183,4.80K,0.00%
04/17/2019,183.5,181.6,183.5,181.5,1.37K,2.51%
04/16/2019,179,181.6,181.6,179,3.05K,-1.38%
04/15/2019,181.5,182.8,186.9,181.1,0.36K,-1.36%
04/12/2019,184,188,188.1,184,2.23K,0.00%
04/11/2019,184,189,189,184,4.19K,-2.65%
04/10/2019,189,190,190,181,8.06K,-0.53%
04/08/2019,190,196.8,196.8,188,3.70K,-1.27%
04/05/2019,192.45,190.69,192.65,190.69,7.16K,0.41%
04/04/2019,191.67,191.67,191.67,191.47,4.23K,0.00%
04/03/2019,191.67,191.67,191.67,189.71,2.36K,0.51%
04/02/2019,190.69,191.18,192.65,190.69,1.69K,-1.02%
04/01/2019,192.65,194.11,195.19,191.18,4.25K,-0.51%
03/29/2019,193.62,193.13,195.38,193.13,1.24K,0.25%
03/28/2019,193.13,191.28,195.38,191.28,2.25K,0.97%
03/27/2019,191.28,184.82,191.47,184.82,0.96K,-0.71%
03/26/2019,192.65,184.82,195.09,184.82,0.75K,3.68%
03/25/2019,185.8,182.87,195.58,182.87,2.49K,2.43%
03/22/2019,181.4,180.91,181.4,180.91,0.13K,-0.16%
03/21/2019,181.69,181.79,181.79,180.42,1.42K,0.98%
03/20/2019,179.93,180.13,180.13,179.93,0.29K,-0.54%
03/19/2019,180.91,180.91,180.91,180.91,0.27K,0.27%
03/15/2019,180.42,180.91,180.91,179.93,0.27K,0.76%
03/14/2019,179.05,180.91,180.91,179.05,0.14K,-1.03%
03/13/2019,180.91,179.93,180.91,179.93,2.68K,1.09%
03/12/2019,178.95,180.52,180.52,178.95,0.37K,-1.08%
03/11/2019,180.91,180.91,180.91,180.91,0.06K,0.22%
03/08/2019,180.52,180.72,180.91,180.52,2.59K,-0.16%
03/07/2019,180.81,180.91,181.11,180.81,4.29K,-0.32%
03/06/2019,181.4,181.4,181.4,180.91,3.78K,0.05%
03/05/2019,181.3,177.29,181.3,177.29,0.96K,2.26%
03/04/2019,177.29,180.62,180.91,177.29,2.91K,-2.00%
03/01/2019,180.91,180.91,181.4,180.91,1.64K,0.00%
02/28/2019,180.91,180.91,180.91,180.13,0.40K,0.00%
02/27/2019,180.91,180.91,180.91,180.91,0.55K,-0.27%
02/26/2019,181.4,181.4,181.4,181.4,0.36K,-0.05%
02/22/2019,181.5,181.89,182.08,181.5,0.72K,-0.38%
02/21/2019,182.18,182.57,182.57,182.18,0.04K,0.59%
02/20/2019,181.11,181.11,181.11,181.11,0.01K,-0.38%
02/19/2019,181.79,183.75,183.75,181.79,1.09K,0.49%
02/18/2019,180.91,180.91,181.01,180.91,1.07K,0.00%
02/15/2019,180.91,180.91,181.89,180.91,0.70K,0.49%
02/14/2019,180.03,180.13,181.5,180.03,0.93K,-0.49%
02/13/2019,180.91,180.91,180.91,180.91,0.62K,-0.54%
02/12/2019,181.89,182.18,182.67,181.89,1.12K,0.00%
02/11/2019,181.89,182.67,182.67,181.4,1.30K,-0.16%
02/08/2019,182.18,182.18,182.18,180.91,4.56K,0.16%
02/07/2019,181.89,182.38,182.38,181.89,0.50K,0.00%
02/06/2019,181.89,182.67,182.67,181.89,0.09K,-0.43%
02/04/2019,182.67,180.91,182.67,178.95,7.58K,2.08%
02/01/2019,178.95,178.07,181.69,178.07,0.60K,-1.51%
01/31/2019,181.69,181.69,181.69,181.69,0.31K,1.81%
01/30/2019,178.47,181.69,181.69,178.07,0.12K,-0.82%
01/29/2019,179.93,181.89,181.89,179.93,0.42K,-1.08%
01/28/2019,181.89,180.42,181.89,177.1,0.67K,0.81%
01/25/2019,180.42,180.91,181.89,176.02,2.98K,-0.81%
01/24/2019,181.89,176.02,181.89,176.02,8.02K,3.68%
01/23/2019,175.43,175.53,176.02,175.43,0.44K,0.00%
01/22/2019,175.43,175.14,175.92,175.14,2.11K,0.22%
01/21/2019,175.04,176.02,176.02,175.04,4.25K,-0.56%
01/18/2019,176.02,179.05,179.05,176.02,0.78K,-1.37%
01/17/2019,178.47,176.02,178.47,176.02,0.08K,1.39%
01/16/2019,176.02,175.83,176.02,175.83,1.07K,0.11%
01/15/2019,175.83,176.02,176.02,175.83,0.37K,-0.11%
01/14/2019,176.02,176.02,176.02,176.02,1.32K,0.00%
01/11/2019,176.02,179.93,179.93,176.02,0.16K,-1.64%
01/10/2019,178.95,176.02,179.93,176.02,3.59K,0.55%
01/09/2019,177.98,175.43,177.98,175.43,1.72K,1.51%
01/08/2019,175.34,175.53,175.53,175.14,0.17K,-0.39%
01/07/2019,176.02,176.02,176.02,175.04,1.83K,0.00%
01/04/2019,176.02,176.02,176.02,175.04,2.01K,0.56%
01/03/2019,175.04,176.02,176.02,175.04,0.25K,-1.65%
01/02/2019,177.98,173.67,177.98,173.67,0.05K,1.11%
12/28/2018,176.02,174.65,176.02,174.55,0.97K,0.84%
12/27/2018,174.55,174.07,174.65,174.07,1.10K,-0.83%
12/26/2018,176.02,174.07,176.51,174.07,0.41K,0.56%
12/21/2018,175.04,174.07,176.02,174.07,1.03K,0.56%
12/20/2018,174.07,177,177,174.07,1.68K,-1.66%
12/19/2018,177,179.93,179.93,177,0.98K,-1.63%
12/18/2018,179.93,179.93,179.93,179.93,1.12K,0.00%
12/17/2018,179.93,177.98,179.93,177.98,0.23K,1.66%
12/14/2018,177,177,177.98,177,0.35K,-0.33%
12/13/2018,177.59,175.04,177.59,175.04,1.45K,2.02%
12/12/2018,174.07,172.11,174.07,172.11,0.82K,0.51%
12/11/2018,173.19,174.07,174.07,173.19,0.33K,-1.56%
12/10/2018,175.92,176.02,176.02,174.07,0.52K,1.64%
12/07/2018,173.09,174.55,176.02,173.09,0.16K,0.00%
12/06/2018,173.09,175.63,176.02,170.15,0.44K,-1.12%
12/05/2018,175.04,175.83,175.83,171.33,1.35K,1.70%
12/04/2018,172.11,171.13,176.02,171.13,2.00K,-1.68%
12/03/2018,175.04,167.42,176.02,167.42,0.30K,4.62%
11/29/2018,167.32,167.32,167.32,167.32,0.45K,1.24%
11/28/2018,165.26,176.02,177,165.26,4.63K,-2.20%
11/27/2018,168.98,168.98,176.02,168.98,3.46K,-0.12%
11/26/2018,169.18,170.15,170.15,169.18,1.89K,0.00%
11/23/2018,169.18,169.66,169.66,169.18,13.49K,0.00%
11/22/2018,169.18,171.13,171.13,168.98,1.18K,0.00%
11/21/2018,169.18,178.47,178.47,169.18,2.64K,-2.81%
11/20/2018,174.07,178.86,178.95,169.18,5.05K,-2.73%
11/19/2018,178.95,170.25,178.95,170.15,2.26K,-0.54%
11/16/2018,179.93,178.95,180.72,171.13,2.49K,1.38%
11/15/2018,177.49,172.21,177.49,169.18,2.67K,3.07%
11/14/2018,172.21,184.24,184.24,172.21,0.06K,0.06%
11/13/2018,172.11,173.09,184.33,172.11,1.21K,-0.56%
11/12/2018,173.09,175.04,175.24,173.09,2.66K,-1.67%
11/09/2018,176.02,176.02,180.91,176.02,7.61K,0.00%
11/08/2018,176.02,181.11,185.6,176.02,4.93K,-2.70%
11/07/2018,180.91,183.84,185.8,180.03,1.56K,-1.60%
11/06/2018,183.84,185.8,185.8,181.89,0.32K,-1.05%
11/05/2018,185.8,180.91,185.8,180.91,0.08K,2.70%
10/31/2018,180.91,185.8,185.8,180.91,0.55K,-0.27%
10/30/2018,181.4,180.91,184.82,180.91,0.23K,-0.80%
10/29/2018,182.87,180.91,182.87,180.91,0.08K,-0.53%
10/26/2018,183.84,184.82,184.82,183.84,0.04K,-1.05%
10/25/2018,185.8,184.24,185.8,180.91,2.26K,0.53%
10/24/2018,184.82,184.82,184.82,180.91,0.43K,-0.53%
10/23/2018,185.8,185.7,186.09,185.7,6.50K,0.05%
10/22/2018,185.7,179.54,185.7,179.54,0.63K,0.00%
10/19/2018,185.7,185.7,185.7,184.33,0.12K,0.00%
10/18/2018,185.7,185.7,185.7,185.7,0.02K,0.00%
10/17/2018,185.7,185.7,185.7,185.7,0.07K,2.65%
10/16/2018,180.91,181.11,181.11,180.91,0.39K,-0.54%
10/12/2018,181.89,185.8,185.8,181.89,0.40K,1.09%
10/11/2018,179.93,184.04,184.04,179.93,1.32K,-2.65%
10/10/2018,184.82,185.7,185.7,184.82,0.33K,-0.47%
10/09/2018,185.7,180.13,185.7,180.13,0.04K,3.21%
10/08/2018,179.93,185.7,185.8,179.93,1.28K,-0.05%
10/05/2018,180.03,180.03,180.03,179.93,0.55K,-2.33%
10/03/2018,184.33,180.13,184.33,180.03,0.55K,1.89%
10/02/2018,180.91,185.8,185.8,180.91,2.59K,-1.75%
10/01/2018,184.14,185.8,185.8,184.14,0.91K,-0.11%
09/28/2018,184.33,184.82,184.82,184.33,1.47K,-0.26%
09/27/2018,184.82,185.8,185.8,184.82,0.08K,-0.53%
09/26/2018,185.8,184.92,188.54,184.92,0.36K,0.00%
09/25/2018,185.8,184.92,185.8,184.53,0.32K,0.00%
09/24/2018,185.8,184.72,185.8,184.72,0.61K,0.58%
09/21/2018,184.72,184.72,184.72,184.72,0.01K,-0.05%
09/20/2018,184.82,184.63,184.82,184.63,0.26K,0.00%
09/19/2018,184.82,185.8,187.76,184.82,2.62K,-2.73%
09/18/2018,190,190,190,190,0.55K,0.00%
09/17/2018,190,190,190,190,0.16K,0.00%
09/14/2018,190,190,190,190,0.03K,0.00%
09/13/2018,190,190,194.8,190,5.13K,0.00%
09/12/2018,190,197,197,190,1.61K,-1.04%
09/11/2018,192,197.5,197.5,192,0.46K,0.00%
09/10/2018,192,194,194,192,2.13K,-1.03%
09/07/2018,194,197,197,194,0.44K,-1.52%
09/06/2018,197,194.1,197,194.1,0.31K,1.55%
09/05/2018,194,193,198,193,3.70K,0.52%
09/04/2018,193,194.5,197,193,0.41K,-0.72%
09/03/2018,194.4,189,194.5,189,2.67K,-0.31%
08/31/2018,195,194.5,195,194.5,0.15K,0.26%
08/30/2018,194.5,196,196,194.5,1.13K,-1.27%
08/29/2018,197,197,197.1,197,2.76K,0.00%
08/28/2018,197,196.2,197,196.1,1.27K,0.51%
08/24/2018,196,196.5,196.5,196,103.11K,-0.10%
08/23/2018,196.2,196.5,197,195.9,1.16K,-0.41%
08/22/2018,197,196.5,197,196.5,0.24K,0.20%
08/20/2018,196.6,198,198,196.6,0.59K,-0.71%
08/17/2018,198,196.6,198,196.5,0.42K,0.76%
08/16/2018,196.5,198,198,196.5,0.06K,-0.76%
08/15/2018,198,198,200,198,0.08K,0.76%
08/14/2018,196.5,196.5,196.5,196.5,0.25K,0.00%
08/13/2018,196.5,196.2,200,196.2,20.70K,-1.75%
08/10/2018,200,201,201,200,0.60K,-0.50%
08/09/2018,201,201,202,201,1.41K,0.00%
08/08/2018,201,201,201,201,0.28K,3.08%
08/07/2018,195,200.2,200.2,195,2.48K,-2.50%
08/06/2018,200,200,200.2,200,2.01K,-0.50%
08/03/2018,201,205,205,201,0.45K,-1.95%
08/02/2018,205,205,205.2,205,1.02K,0.00%
08/01/2018,205,204,205,204,1.05K,0.49%
07/31/2018,204,205,205,204,0.23K,-0.49%
07/30/2018,205,200.2,205,200.2,1.36K,1.08%
07/27/2018,202.8,204,204,202.8,1.34K,-0.59%
07/26/2018,204,194,204,193.7,1.44K,8.63%
07/25/2018,187.8,187,187.8,187,0.07K,0.43%
07/24/2018,187,188.1,188.1,186,3.39K,-0.53%
07/23/2018,188,188,189,188,3.36K,-1.05%
07/20/2018,190,193,193,190,1.19K,-1.55%
07/19/2018,193,189,193.9,189,2.19K,2.66%
07/18/2018,188,194,194,188,4.00K,-3.49%
07/17/2018,194.8,190.1,194.8,190,0.37K,-0.10%
07/16/2018,195,190,195,190,2.15K,2.63%
07/13/2018,190,193,193,190,0.77K,-0.84%
07/12/2018,191.6,195,195,191.6,0.20K,0.00%
07/11/2018,191.6,195,195,188,89.90K,1.38%
07/09/2018,189,188,195,188,2.80K,0.00%
07/06/2018,189,190,191,188.6,1.55K,-1.05%
07/05/2018,191,194.5,195,190,0.97K,-2.05%
07/04/2018,195,195,195.1,185,7.40K,0.00%
07/03/2018,195,198,198,195,9.73K,0.05%
07/02/2018,194.9,195.1,195.1,194,1.70K,1.51%
06/29/2018,192,200,200,192,120.19K,-4.00%
06/28/2018,200,200,200,200,2.35K,0.00%
06/27/2018,200,197,200,197,0.06K,1.52%
06/26/2018,197,200,200,197,1.61K,-1.50%
06/25/2018,200,200,204,191,1.07K,4.71%
06/22/2018,191,195,198,190,4.80K,-2.05%
06/21/2018,195,203.8,203.8,195,7.42K,-2.50%
06/20/2018,200,200,200.2,200,1.11K,0.40%
06/19/2018,199.2,203,203,198,7.05K,-1.48%
06/18/2018,202.2,204.8,204.8,202.2,1.68K,-1.27%
06/14/2018,204.8,205.2,205.2,204,3.87K,-0.19%
06/13/2018,205.2,206.2,206.2,205.2,1.71K,-0.77%
06/11/2018,206.8,206.8,206.8,206.8,0.07K,0.00%
06/08/2018,206.8,207,207,206.8,0.63K,-0.10%
06/07/2018,207,207,207,207,1.29K,0.10%
06/06/2018,206.8,206.8,206.8,206.8,0.09K,0.00%
06/05/2018,206.8,208,208,206.2,0.67K,-0.58%
06/04/2018,208,208,208,208,0.26K,0.10%
06/01/2018,207.8,208,208,207.6,1.12K,0.10%
05/31/2018,207.6,207.8,207.8,203.4,1.29K,2.27%
05/30/2018,203,205.2,205.2,203,2.05K,-0.98%
05/29/2018,205,208,208,205,2.41K,0.00%
05/28/2018,205,205,208.8,204.4,1.99K,0.49%
05/25/2018,204,204,204,204,0.77K,0.00%
05/24/2018,204,204,208,203,2.95K,0.00%
05/23/2018,204,204,204.2,203.2,4.51K,0.49%
05/22/2018,203,211,211,203,5.52K,-3.79%
05/21/2018,211,211.6,213,211,4.23K,-0.38%
05/18/2018,211.8,210,211.8,209.4,2.33K,1.24%
05/17/2018,209.2,213.8,213.8,209,3.54K,-0.38%
05/16/2018,210,214,214,210,12.67K,-1.87%
05/15/2018,214,214,214,209,3.97K,0.00%
05/11/2018,214,211,214,211,6.16K,1.42%
05/10/2018,211,211,211.2,211,10.10K,0.00%
05/09/2018,211,211.8,211.8,210,32.82K,-0.28%
05/08/2018,211.6,218,218,211,6.16K,-1.58%
05/07/2018,215,218,218,213,4.13K,-1.38%
05/04/2018,218,219.8,219.8,217.6,5.23K,-0.73%
05/03/2018,219.6,219.4,220,219.4,2.90K,-0.09%
05/02/2018,219.8,220,220,219.2,5.00K,-0.09%
04/30/2018,220,220,220,219.2,3.60K,0.00%
04/27/2018,220,220,220,220,4.92K,-0.90%
04/26/2018,222,224,224,222,2.50K,0.91%
04/25/2018,220,224.2,224.8,220,4.61K,-2.65%
04/24/2018,226,226.8,228,226,4.25K,-0.88%
04/23/2018,228,228,228,228,3.17K,0.00%
04/20/2018,228,224,228,224,4.62K,1.79%
04/19/2018,224,225,225,220,8.79K,0.00%
04/18/2018,224,229,229,224,6.98K,-1.75%
04/17/2018,228,228,228,228,1.76K,0.00%
04/16/2018,228,228,229,227,1.19K,0.00%
04/13/2018,228,229,229,228,0.94K,0.00%
04/12/2018,228,230,230,228,5.71K,-0.44%
04/11/2018,229,230,230,229,2.83K,-0.43%
04/10/2018,230,230,230,229,0.61K,-0.43%
04/06/2018,231,231,235,231,8.12K,0.00%
04/05/2018,231,236,236,230,5.14K,-1.95%
04/04/2018,235.6,236,236,235.4,1.70K,-0.17%
04/03/2018,236,237,237,235,6.98K,-0.67%
04/02/2018,237.6,237.8,237.8,237.4,1.85K,-0.08%
